Left Image Set;Right Image Set;Stimulus;Item;model_id;Response;Correct response;Correct
p08_4_3_vertical.png;;;8;LLaVA;Neither;Neither;1
p08_5_1_horizontal.png;;;8;LLaVA;Neither;A;0
p08_5_1_none.png;;;8;LLaVA;Neither;A;0
p08_5_1_vertical.png;;;8;LLaVA;Neither;A;0
p08_5_2_horizontal.png;;;8;LLaVA;Neither;B;0
p08_5_2_none.png;;;8;LLaVA;Neither;B;0
p08_5_2_vertical.png;;;8;LLaVA;Neither;B;0
p08_5_3_horizontal.png;;;8;LLaVA;Neither;Neither;1
p08_5_3_none.png;;;8;LLaVA;Neither;Neither;1
p08_5_3_vertical.png;;;8;LLaVA;Neither;Neither;1
p08_6_1_horizontal.png;;;8;LLaVA;Neither;A;0
p08_6_1_vertical.png;;;8;LLaVA;Neither;A;0
p08_6_2_none.png;;;8;LLaVA;Neither;B;0
p08_6_2_vertical.png;;;8;LLaVA;Neither;B;0
p08_6_3_none.png;;;8;LLaVA;Neither;Neither;1
p08_6_3_vertical.png;;;8;LLaVA;Neither;Neither;1
p08_7_1_horizontal.png;;;8;LLaVA;Neither;A;0
p08_7_1_none.png;;;8;LLaVA;Neither;A;0
p08_7_1_vertical.png;;;8;LLaVA;Neither;A;0
p08_7_2_horizontal.png;;;8;LLaVA;Neither;B;0
p08_7_2_none.png;;;8;LLaVA;Neither;B;0
p08_7_2_vertical.png;;;8;LLaVA;Neither;B;0
p08_7_3_none.png;;;8;LLaVA;Neither;Neither;1
p08_7_3_vertical.png;;;8;LLaVA;Neither;Neither;1
p08_8_1_vertical.png;;;8;LLaVA;Neither;A;0
p08_8_2_horizontal.png;;;8;LLaVA;Neither;B;0
p08_8_2_none.png;;;8;LLaVA;Neither;B;0
p08_8_2_vertical.png;;;8;LLaVA;Neither;B;0
p08_8_3_horizontal.png;;;8;LLaVA;Neither;Neither;1
p08_8_3_none.png;;;8;LLaVA;Neither;Neither;1
p08_8_3_vertical.png;;;8;LLaVA;Neither;Neither;1
p09_1_1_horizontal.png;;;9;LLaVA;Neither;A;0
p09_1_1_none.png;;;9;LLaVA;Neither;A;0
p09_1_1_vertical.png;;;9;LLaVA;Neither;A;0
p09_1_2_horizontal.png;;;9;LLaVA;Neither;B;0
p09_1_2_none.png;;;9;LLaVA;Neither;B;0
p09_1_2_vertical.png;;;9;LLaVA;Neither;B;0
p09_1_3_horizontal.png;;;9;LLaVA;Neither;Neither;1
p09_1_3_none.png;;;9;LLaVA;Neither;Neither;1
p09_1_3_vertical.png;;;9;LLaVA;Neither;Neither;1
p09_2_1_horizontal.png;;;9;LLaVA;Neither;A;0
p09_2_1_none.png;;;9;LLaVA;Neither;A;0
p09_2_1_vertical.png;;;9;LLaVA;Neither;A;0
p09_2_2_none.png;;;9;LLaVA;Neither;B;0
p09_2_2_vertical.png;;;9;LLaVA;Neither;B;0
p09_2_3_horizontal.png;;;9;LLaVA;Neither;Neither;1
p09_2_3_none.png;;;9;LLaVA;Neither;Neither;1
p09_2_3_vertical.png;;;9;LLaVA;Neither;Neither;1
p09_3_1_horizontal.png;;;9;LLaVA;Neither;A;0
p09_3_1_none.png;;;9;LLaVA;Neither;A;0
p09_3_1_vertical.png;;;9;LLaVA;Neither;A;0
p09_3_2_horizontal.png;;;9;LLaVA;Neither;B;0
p09_3_2_none.png;;;9;LLaVA;Neither;B;0
p09_3_2_vertical.png;;;9;LLaVA;Neither;B;0
p09_3_3_horizontal.png;;;9;LLaVA;Neither;Neither;1
p09_3_3_none.png;;;9;LLaVA;Neither;Neither;1
p09_3_3_vertical.png;;;9;LLaVA;Neither;Neither;1
p09_4_1_horizontal.png;;;9;LLaVA;Neither;A;0
p09_4_1_none.png;;;9;LLaVA;Neither;A;0
p09_4_1_vertical.png;;;9;LLaVA;Neither;A;0
p09_4_2_horizontal.png;;;9;LLaVA;Neither;B;0
p09_4_2_none.png;;;9;LLaVA;Neither;B;0
p09_4_2_vertical.png;;;9;LLaVA;Neither;B;0
p09_4_3_horizontal.png;;;9;LLaVA;Neither;Neither;1
p09_4_3_none.png;;;9;LLaVA;Neither;Neither;1
p09_4_3_vertical.png;;;9;LLaVA;Neither;Neither;1
p09_5_1_horizontal.png;;;9;LLaVA;Neither;A;0
p09_5_1_vertical.png;;;9;LLaVA;Neither;A;0
p09_5_2_horizontal.png;;;9;LLaVA;Neither;B;0
p09_5_2_none.png;;;9;LLaVA;Neither;B;0
p09_5_2_vertical.png;;;9;LLaVA;Neither;B;0
p09_5_3_horizontal.png;;;9;LLaVA;Neither;Neither;1
p09_5_3_none.png;;;9;LLaVA;Neither;Neither;1
p09_5_3_vertical.png;;;9;LLaVA;Neither;Neither;1
p09_6_1_horizontal.png;;;9;LLaVA;Neither;A;0
p09_6_1_none.png;;;9;LLaVA;Neither;A;0
p09_6_1_vertical.png;;;9;LLaVA;Neither;A;0
p09_6_2_horizontal.png;;;9;LLaVA;Neither;B;0
p09_6_2_none.png;;;9;LLaVA;Neither;B;0
p09_6_2_vertical.png;;;9;LLaVA;Neither;B;0
p09_6_3_horizontal.png;;;9;LLaVA;Neither;Neither;1
p09_6_3_none.png;;;9;LLaVA;Neither;Neither;1
p09_6_3_vertical.png;;;9;LLaVA;Neither;Neither;1
p09_7_1_none.png;;;9;LLaVA;Neither;A;0
p09_7_1_vertical.png;;;9;LLaVA;Neither;A;0
p09_7_2_horizontal.png;;;9;LLaVA;Neither;B;0
p09_7_2_none.png;;;9;LLaVA;Neither;B;0
p09_7_2_vertical.png;;;9;LLaVA;Neither;B;0
p09_7_3_horizontal.png;;;9;LLaVA;Neither;Neither;1
p09_7_3_vertical.png;;;9;LLaVA;Neither;Neither;1
p09_8_1_horizontal.png;;;9;LLaVA;Neither;A;0
p09_8_1_none.png;;;9;LLaVA;Neither;A;0
p09_8_1_vertical.png;;;9;LLaVA;Neither;A;0
p09_8_2_horizontal.png;;;9;LLaVA;Neither;B;0
p09_8_2_none.png;;;9;LLaVA;Neither;B;0
p09_8_2_vertical.png;;;9;LLaVA;Neither;B;0
p09_8_3_horizontal.png;;;9;LLaVA;Neither;Neither;1
p09_8_3_none.png;;;9;LLaVA;Neither;Neither;1
p09_8_3_vertical.png;;;9;LLaVA;Neither;Neither;1
MC_p02_3_horizontal_left.png;MC_p02_3_horizontal_right.png;stim_p02_3_3_horizontal.png;2;Claude;Neither;A;0
MC_p02_3_vertical_left.png;MC_p02_3_vertical_right.png;stim_p02_3_3_vertical.png;2;Claude;Neither;A;0
MC_p02_6_horizontal_left.png;MC_p02_6_horizontal_right.png;stim_p02_6_3_horizontal.png;2;Claude;Neither;A;0
MC_p02_6_none_left.png;MC_p02_6_none_right.png;stim_p02_6_3_none.png;2;Claude;Neither;A;0
MC_p02_7_vertical_left.png;MC_p02_7_vertical_right.png;stim_p02_7_2_vertical.png;2;Claude;Neither;A;0
MC_p02_8_horizontal_left.png;MC_p02_8_horizontal_right.png;stim_p02_8_3_horizontal.png;2;Claude;Neither;A;0
MC_p023_1_none_left.png;MC_p023_1_none_right.png;stim_p023_1_1_none.png;23;Claude;Neither;A;0
MC_p023_1_vertical_left.png;MC_p023_1_vertical_right.png;stim_p023_1_1_vertical.png;23;Claude;Neither;A;0
MC_p023_2_vertical_left.png;MC_p023_2_vertical_right.png;stim_p023_2_3_vertical.png;23;Claude;Neither;A;0
MC_p025_1_vertical_left.png;MC_p025_1_vertical_right.png;stim_p025_1_3_vertical.png;25;Claude;Neither;A;0
MC_p025_5_horizontal_left.png;MC_p025_5_horizontal_right.png;stim_p025_5_2_horizontal.png;25;Claude;Neither;A;0
MC_p025_7_vertical_left.png;MC_p025_7_vertical_right.png;stim_p025_7_3_vertical.png;25;Claude;Neither;A;0
MC_p03_1_horizontal_left.png;MC_p03_1_horizontal_right.png;stim_p03_1_1_horizontal.png;3;Claude;Neither;A;0
MC_p03_1_none_left.png;MC_p03_1_none_right.png;stim_p03_1_3_none.png;3;Claude;Neither;A;0
MC_p03_1_vertical_left.png;MC_p03_1_vertical_right.png;stim_p03_1_3_vertical.png;3;Claude;Neither;A;0
MC_p03_6_vertical_left.png;MC_p03_6_vertical_right.png;stim_p03_6_3_vertical.png;3;Claude;Neither;A;0
MC_p034_2_horizontal_left.png;MC_p034_2_horizontal_right.png;stim_p034_2_1_horizontal.png;34;Claude;Neither;A;0
MC_p036_8_none_left.png;MC_p036_8_none_right.png;stim_p036_8_3_none.png;36;Claude;Neither;A;0
MC_p039_2_horizontal_left.png;MC_p039_2_horizontal_right.png;stim_p039_2_3_horizontal.png;39;Claude;Neither;A;0
MC_p039_2_none_left.png;MC_p039_2_none_right.png;stim_p039_2_3_none.png;39;Claude;Neither;A;0
MC_p048_1_none_left.png;MC_p048_1_none_right.png;stim_p048_1_3_none.png;48;Claude;Neither;A;0
MC_p06_1_horizontal_left.png;MC_p06_1_horizontal_right.png;stim_p06_1_3_horizontal.png;6;Claude;Neither;A;0
MC_p06_3_none_left.png;MC_p06_3_none_right.png;stim_p06_3_3_none.png;6;Claude;Neither;A;0
MC_p06_5_none_left.png;MC_p06_5_none_right.png;stim_p06_5_2_none.png;6;Claude;Neither;A;0
MC_p06_7_horizontal_left.png;MC_p06_7_horizontal_right.png;stim_p06_7_3_horizontal.png;6;Claude;Neither;A;0
MC_p06_7_none_left.png;MC_p06_7_none_right.png;stim_p06_7_3_none.png;6;Claude;Neither;A;0
MC_p06_7_vertical_left.png;MC_p06_7_vertical_right.png;stim_p06_7_3_vertical.png;6;Claude;Neither;A;0
MC_p06_8_none_left.png;MC_p06_8_none_right.png;stim_p06_8_3_none.png;6;Claude;Neither;A;0
MC_p06_8_vertical_left.png;MC_p06_8_vertical_right.png;stim_p06_8_3_vertical.png;6;Claude;Neither;A;0
MC_p08_3_vertical_left.png;MC_p08_3_vertical_right.png;stim_p08_3_3_vertical.png;8;Claude;Neither;A;0
MC_p08_5_horizontal_left.png;MC_p08_5_horizontal_right.png;stim_p08_5_3_horizontal.png;8;Claude;Neither;A;0
MC_p09_7_none_left.png;MC_p09_7_none_right.png;stim_p09_7_1_none.png;9;Claude;Neither;A;0
MC_p035_2_vertical_left.png;MC_p035_2_vertical_right.png;stim_p035_2_3_vertical.png;35;Gemini;Neither.;Neither;1
MC_p035_3_horizontal_left.png;MC_p035_3_horizontal_right.png;stim_p035_3_3_horizontal.png;35;Gemini;Neither.;Neither;1
MC_p039_1_none_left.png;MC_p039_1_none_right.png;stim_p039_1_3_none.png;39;Gemini;Neither.;Neither;1
MC_p039_3_none_left.png;MC_p039_3_none_right.png;stim_p039_3_3_none.png;39;Gemini;Neither.;Neither;1
MC_p039_4_none_left.png;MC_p039_4_none_right.png;stim_p039_4_3_none.png;39;Gemini;Neither.;Neither;1
MC_p039_5_horizontal_left.png;MC_p039_5_horizontal_right.png;stim_p039_5_3_horizontal.png;39;Gemini;Neither.;Neither;1
MC_p039_5_none_left.png;MC_p039_5_none_right.png;stim_p039_5_3_none.png;39;Gemini;Neither.;Neither;1
MC_p039_5_vertical_left.png;MC_p039_5_vertical_right.png;stim_p039_5_3_vertical.png;39;Gemini;Neither.;Neither;1
MC_p039_7_none_left.png;MC_p039_7_none_right.png;stim_p039_7_3_none.png;39;Gemini;Neither.;Neither;1
MC_p039_8_horizontal_left.png;MC_p039_8_horizontal_right.png;stim_p039_8_3_horizontal.png;39;Gemini;Neither.;Neither;1
MC_p039_8_none_left.png;MC_p039_8_none_right.png;stim_p039_8_3_none.png;39;Gemini;Neither.;Neither;1
MC_p03_2_vertical_left.png;MC_p03_2_vertical_right.png;stim_p03_2_3_vertical.png;3;Gemini;Neither.;Neither;1
MC_p03_4_vertical_left.png;MC_p03_4_vertical_right.png;stim_p03_4_3_vertical.png;3;Gemini;Neither.;Neither;1
MC_p03_8_vertical_left.png;MC_p03_8_vertical_right.png;stim_p03_8_3_vertical.png;3;Gemini;Neither.;Neither;1
MC_p06_2_none_left.png;MC_p06_2_none_right.png;stim_p06_2_3_none.png;6;Gemini;Neither.;Neither;1
MC_p06_4_none_left.png;MC_p06_4_none_right.png;stim_p06_4_3_none.png;6;Gemini;Neither.;Neither;1
MC_p06_6_none_left.png;MC_p06_6_none_right.png;stim_p06_6_3_none.png;6;Gemini;Neither.;Neither;1
MC_p010_1_horizontal_left.png;MC_p010_1_horizontal_right.png;stim_p010_1_1_horizontal.png;10;Gemini;Set A;A;1
MC_p010_1_vertical_left.png;MC_p010_1_vertical_right.png;stim_p010_1_1_vertical.png;10;Gemini;Set A;A;1
MC_p010_3_horizontal_left.png;MC_p010_3_horizontal_right.png;stim_p010_3_1_horizontal.png;10;Gemini;Set A;A;1
MC_p010_3_horizontal_left.png;MC_p010_3_horizontal_right.png;stim_p010_3_2_horizontal.png;10;Gemini;Set A;B;0
MC_p010_3_none_left.png;MC_p010_3_none_right.png;stim_p010_3_1_none.png;10;Gemini;Set A;A;1
MC_p010_3_none_left.png;MC_p010_3_none_right.png;stim_p010_3_2_none.png;10;Gemini;Set A;B;0
MC_p010_3_vertical_left.png;MC_p010_3_vertical_right.png;stim_p010_3_2_vertical.png;10;Gemini;Set A;B;0
MC_p010_4_horizontal_left.png;MC_p010_4_horizontal_right.png;stim_p010_4_1_horizontal.png;10;Gemini;Set A;A;1
MC_p010_5_horizontal_left.png;MC_p010_5_horizontal_right.png;stim_p010_5_1_horizontal.png;10;Gemini;Set A;A;1
MC_p010_5_none_left.png;MC_p010_5_none_right.png;stim_p010_5_1_none.png;10;Gemini;Set A;A;1
MC_p010_6_horizontal_left.png;MC_p010_6_horizontal_right.png;stim_p010_6_1_horizontal.png;10;Gemini;Set A;A;1
MC_p010_6_none_left.png;MC_p010_6_none_right.png;stim_p010_6_1_none.png;10;Gemini;Set A;A;1
MC_p010_6_vertical_left.png;MC_p010_6_vertical_right.png;stim_p010_6_1_vertical.png;10;Gemini;Set A;A;1
MC_p010_7_vertical_left.png;MC_p010_7_vertical_right.png;stim_p010_7_1_vertical.png;10;Gemini;Set A;A;1
MC_p010_8_horizontal_left.png;MC_p010_8_horizontal_right.png;stim_p010_8_1_horizontal.png;10;Gemini;Set A;A;1
MC_p010_8_horizontal_left.png;MC_p010_8_horizontal_right.png;stim_p010_8_2_horizontal.png;10;Gemini;Set A;B;0
MC_p010_8_none_left.png;MC_p010_8_none_right.png;stim_p010_8_1_none.png;10;Gemini;Set A;A;1
MC_p010_8_vertical_left.png;MC_p010_8_vertical_right.png;stim_p010_8_1_vertical.png;10;Gemini;Set A;A;1
MC_p023_6_none_left.png;MC_p023_6_none_right.png;stim_p023_6_3_none.png;23;Gemini;Set A;Neither;0
MC_p023_7_vertical_left.png;MC_p023_7_vertical_right.png;stim_p023_7_2_vertical.png;23;Gemini;Set A;B;0
MC_p023_8_horizontal_left.png;MC_p023_8_horizontal_right.png;stim_p023_8_3_horizontal.png;23;Gemini;Set A;Neither;0
MC_p025_1_horizontal_left.png;MC_p025_1_horizontal_right.png;stim_p025_1_1_horizontal.png;25;Gemini;Set A;A;1
MC_p025_3_none_left.png;MC_p025_3_none_right.png;stim_p025_3_1_none.png;25;Gemini;Set A;A;1
MC_p025_4_horizontal_left.png;MC_p025_4_horizontal_right.png;stim_p025_4_1_horizontal.png;25;Gemini;Set A;A;1
MC_p025_4_horizontal_left.png;MC_p025_4_horizontal_right.png;stim_p025_4_3_horizontal.png;25;Gemini;Set A;Neither;0
MC_p025_4_none_left.png;MC_p025_4_none_right.png;stim_p025_4_1_none.png;25;Gemini;Set A;A;1
MC_p025_4_vertical_left.png;MC_p025_4_vertical_right.png;stim_p025_4_1_vertical.png;25;Gemini;Set A;A;1
MC_p025_5_horizontal_left.png;MC_p025_5_horizontal_right.png;stim_p025_5_1_horizontal.png;25;Gemini;Set A;A;1
MC_p025_5_horizontal_left.png;MC_p025_5_horizontal_right.png;stim_p025_5_3_horizontal.png;25;Gemini;Set A;Neither;0
MC_p025_6_horizontal_left.png;MC_p025_6_horizontal_right.png;stim_p025_6_1_horizontal.png;25;Gemini;Set A;A;1
MC_p025_7_horizontal_left.png;MC_p025_7_horizontal_right.png;stim_p025_7_1_horizontal.png;25;Gemini;Set A;A;1
MC_p025_7_none_left.png;MC_p025_7_none_right.png;stim_p025_7_1_none.png;25;Gemini;Set A;A;1
MC_p025_8_horizontal_left.png;MC_p025_8_horizontal_right.png;stim_p025_8_1_horizontal.png;25;Gemini;Set A;A;1
MC_p02_1_horizontal_left.png;MC_p02_1_horizontal_right.png;stim_p02_1_1_horizontal.png;2;Gemini;Set A;A;1
MC_p02_1_horizontal_left.png;MC_p02_1_horizontal_right.png;stim_p02_1_2_horizontal.png;2;Gemini;Set A;B;0
MC_p02_1_none_left.png;MC_p02_1_none_right.png;stim_p02_1_1_none.png;2;Gemini;Set A;A;1
MC_p02_1_vertical_left.png;MC_p02_1_vertical_right.png;stim_p02_1_2_vertical.png;2;Gemini;Set A;B;0
MC_p02_1_vertical_left.png;MC_p02_1_vertical_right.png;stim_p02_1_3_vertical.png;2;Gemini;Set A;Neither;0
MC_p02_2_horizontal_left.png;MC_p02_2_horizontal_right.png;stim_p02_2_1_horizontal.png;2;Gemini;Set A;A;1
MC_p02_2_horizontal_left.png;MC_p02_2_horizontal_right.png;stim_p02_2_3_horizontal.png;2;Gemini;Set A;Neither;0
MC_p02_2_none_left.png;MC_p02_2_none_right.png;stim_p02_2_1_none.png;2;Gemini;Set A;A;1
MC_p02_2_vertical_left.png;MC_p02_2_vertical_right.png;stim_p02_2_1_vertical.png;2;Gemini;Set A;A;1
MC_p02_2_vertical_left.png;MC_p02_2_vertical_right.png;stim_p02_2_2_vertical.png;2;Gemini;Set A;B;0
MC_p02_5_horizontal_left.png;MC_p02_5_horizontal_right.png;stim_p02_5_2_horizontal.png;2;Gemini;Set A;B;0
MC_p02_5_none_left.png;MC_p02_5_none_right.png;stim_p02_5_2_none.png;2;Gemini;Set A;B;0
MC_p02_5_none_left.png;MC_p02_5_none_right.png;stim_p02_5_3_none.png;2;Gemini;Set A;Neither;0
MC_p02_6_horizontal_left.png;MC_p02_6_horizontal_right.png;stim_p02_6_1_horizontal.png;2;Gemini;Set A;A;1
MC_p02_6_horizontal_left.png;MC_p02_6_horizontal_right.png;stim_p02_6_2_horizontal.png;2;Gemini;Set A;B;0
MC_p02_8_horizontal_left.png;MC_p02_8_horizontal_right.png;stim_p02_8_1_horizontal.png;2;Gemini;Set A;A;1
MC_p02_8_none_left.png;MC_p02_8_none_right.png;stim_p02_8_1_none.png;2;Gemini;Set A;A;1
MC_p02_8_vertical_left.png;MC_p02_8_vertical_right.png;stim_p02_8_2_vertical.png;2;Gemini;Set A;B;0
MC_p034_1_horizontal_left.png;MC_p034_1_horizontal_right.png;stim_p034_1_1_horizontal.png;34;Gemini;Set A;A;1
MC_p034_1_horizontal_left.png;MC_p034_1_horizontal_right.png;stim_p034_1_3_horizontal.png;34;Gemini;Set A;Neither;0
MC_p034_1_none_left.png;MC_p034_1_none_right.png;stim_p034_1_1_none.png;34;Gemini;Set A;A;1
MC_p034_1_vertical_left.png;MC_p034_1_vertical_right.png;stim_p034_1_1_vertical.png;34;Gemini;Set A;A;1
MC_p034_2_horizontal_left.png;MC_p034_2_horizontal_right.png;stim_p034_2_1_horizontal.png;34;Gemini;Set A;A;1
MC_p034_2_horizontal_left.png;MC_p034_2_horizontal_right.png;stim_p034_2_3_horizontal.png;34;Gemini;Set A;Neither;0
MC_p034_2_none_left.png;MC_p034_2_none_right.png;stim_p034_2_1_none.png;34;Gemini;Set A;A;1
MC_p034_2_none_left.png;MC_p034_2_none_right.png;stim_p034_2_3_none.png;34;Gemini;Set A;Neither;0
MC_p034_2_vertical_left.png;MC_p034_2_vertical_right.png;stim_p034_2_1_vertical.png;34;Gemini;Set A;A;1
MC_p034_2_vertical_left.png;MC_p034_2_vertical_right.png;stim_p034_2_3_vertical.png;34;Gemini;Set A;Neither;0
MC_p034_3_horizontal_left.png;MC_p034_3_horizontal_right.png;stim_p034_3_1_horizontal.png;34;Gemini;Set A;A;1
MC_p034_3_none_left.png;MC_p034_3_none_right.png;stim_p034_3_1_none.png;34;Gemini;Set A;A;1
MC_p034_3_vertical_left.png;MC_p034_3_vertical_right.png;stim_p034_3_3_vertical.png;34;Gemini;Set A;Neither;0
MC_p034_4_horizontal_left.png;MC_p034_4_horizontal_right.png;stim_p034_4_1_horizontal.png;34;Gemini;Set A;A;1
MC_p034_4_horizontal_left.png;MC_p034_4_horizontal_right.png;stim_p034_4_3_horizontal.png;34;Gemini;Set A;Neither;0
MC_p034_4_none_left.png;MC_p034_4_none_right.png;stim_p034_4_1_none.png;34;Gemini;Set A;A;1
MC_p034_4_none_left.png;MC_p034_4_none_right.png;stim_p034_4_3_none.png;34;Gemini;Set A;Neither;0
MC_p034_4_vertical_left.png;MC_p034_4_vertical_right.png;stim_p034_4_1_vertical.png;34;Gemini;Set A;A;1
MC_p034_5_horizontal_left.png;MC_p034_5_horizontal_right.png;stim_p034_5_1_horizontal.png;34;Gemini;Set A;A;1
MC_p034_5_none_left.png;MC_p034_5_none_right.png;stim_p034_5_1_none.png;34;Gemini;Set A;A;1
MC_p034_6_horizontal_left.png;MC_p034_6_horizontal_right.png;stim_p034_6_1_horizontal.png;34;Gemini;Set A;A;1
MC_p034_6_horizontal_left.png;MC_p034_6_horizontal_right.png;stim_p034_6_3_horizontal.png;34;Gemini;Set A;Neither;0
MC_p034_6_none_left.png;MC_p034_6_none_right.png;stim_p034_6_1_none.png;34;Gemini;Set A;A;1
MC_p034_6_none_left.png;MC_p034_6_none_right.png;stim_p034_6_2_none.png;34;Gemini;Set A;B;0
MC_p034_6_none_left.png;MC_p034_6_none_right.png;stim_p034_6_3_none.png;34;Gemini;Set A;Neither;0
MC_p034_6_vertical_left.png;MC_p034_6_vertical_right.png;stim_p034_6_1_vertical.png;34;Gemini;Set A;A;1
MC_p034_6_vertical_left.png;MC_p034_6_vertical_right.png;stim_p034_6_2_vertical.png;34;Gemini;Set A;B;0
MC_p034_7_horizontal_left.png;MC_p034_7_horizontal_right.png;stim_p034_7_1_horizontal.png;34;Gemini;Set A;A;1
MC_p034_7_horizontal_left.png;MC_p034_7_horizontal_right.png;stim_p034_7_3_horizontal.png;34;Gemini;Set A;Neither;0
MC_p034_8_horizontal_left.png;MC_p034_8_horizontal_right.png;stim_p034_8_1_horizontal.png;34;Gemini;Set A;A;1
MC_p034_8_horizontal_left.png;MC_p034_8_horizontal_right.png;stim_p034_8_3_horizontal.png;34;Gemini;Set A;Neither;0
MC_p034_8_vertical_left.png;MC_p034_8_vertical_right.png;stim_p034_8_1_vertical.png;34;Gemini;Set A;A;1
MC_p034_8_vertical_left.png;MC_p034_8_vertical_right.png;stim_p034_8_3_vertical.png;34;Gemini;Set A;Neither;0
MC_p035_1_horizontal_left.png;MC_p035_1_horizontal_right.png;stim_p035_1_1_horizontal.png;35;Gemini;Set A;A;1
MC_p035_1_horizontal_left.png;MC_p035_1_horizontal_right.png;stim_p035_1_2_horizontal.png;35;Gemini;Set A;B;0
MC_p035_1_none_left.png;MC_p035_1_none_right.png;stim_p035_1_1_none.png;35;Gemini;Set A;A;1
MC_p035_1_none_left.png;MC_p035_1_none_right.png;stim_p035_1_2_none.png;35;Gemini;Set A;B;0
MC_p035_1_vertical_left.png;MC_p035_1_vertical_right.png;stim_p035_1_1_vertical.png;35;Gemini;Set A;A;1
MC_p035_2_none_left.png;MC_p035_2_none_right.png;stim_p035_2_2_none.png;35;Gemini;Set A;B;0
MC_p035_3_horizontal_left.png;MC_p035_3_horizontal_right.png;stim_p035_3_2_horizontal.png;35;Gemini;Set A;B;0
MC_p035_3_none_left.png;MC_p035_3_none_right.png;stim_p035_3_1_none.png;35;Gemini;Set A;A;1
MC_p035_3_vertical_left.png;MC_p035_3_vertical_right.png;stim_p035_3_1_vertical.png;35;Gemini;Set A;A;1
MC_p035_4_none_left.png;MC_p035_4_none_right.png;stim_p035_4_1_none.png;35;Gemini;Set A;A;1
MC_p035_4_none_left.png;MC_p035_4_none_right.png;stim_p035_4_2_none.png;35;Gemini;Set A;B;0
MC_p035_4_none_left.png;MC_p035_4_none_right.png;stim_p035_4_3_none.png;35;Gemini;Set A;Neither;0
MC_p035_4_vertical_left.png;MC_p035_4_vertical_right.png;stim_p035_4_2_vertical.png;35;Gemini;Set A;B;0
MC_p035_5_horizontal_left.png;MC_p035_5_horizontal_right.png;stim_p035_5_1_horizontal.png;35;Gemini;Set A;A;1
MC_p035_5_horizontal_left.png;MC_p035_5_horizontal_right.png;stim_p035_5_2_horizontal.png;35;Gemini;Set A;B;0
MC_p035_5_horizontal_left.png;MC_p035_5_horizontal_right.png;stim_p035_5_3_horizontal.png;35;Gemini;Set A;Neither;0
MC_p035_5_none_left.png;MC_p035_5_none_right.png;stim_p035_5_1_none.png;35;Gemini;Set A;A;1
MC_p035_5_none_left.png;MC_p035_5_none_right.png;stim_p035_5_2_none.png;35;Gemini;Set A;B;0
MC_p035_5_none_left.png;MC_p035_5_none_right.png;stim_p035_5_3_none.png;35;Gemini;Set A;Neither;0
MC_p035_5_vertical_left.png;MC_p035_5_vertical_right.png;stim_p035_5_2_vertical.png;35;Gemini;Set A;B;0
MC_p035_5_vertical_left.png;MC_p035_5_vertical_right.png;stim_p035_5_3_vertical.png;35;Gemini;Set A;Neither;0
MC_p035_6_horizontal_left.png;MC_p035_6_horizontal_right.png;stim_p035_6_1_horizontal.png;35;Gemini;Set A;A;1
MC_p035_7_horizontal_left.png;MC_p035_7_horizontal_right.png;stim_p035_7_2_horizontal.png;35;Gemini;Set A;B;0
MC_p035_7_vertical_left.png;MC_p035_7_vertical_right.png;stim_p035_7_1_vertical.png;35;Gemini;Set A;A;1
MC_p035_8_horizontal_left.png;MC_p035_8_horizontal_right.png;stim_p035_8_3_horizontal.png;35;Gemini;Set A;Neither;0
MC_p035_8_none_left.png;MC_p035_8_none_right.png;stim_p035_8_2_none.png;35;Gemini;Set A;B;0
MC_p035_8_none_left.png;MC_p035_8_none_right.png;stim_p035_8_3_none.png;35;Gemini;Set A;Neither;0
MC_p035_8_vertical_left.png;MC_p035_8_vertical_right.png;stim_p035_8_2_vertical.png;35;Gemini;Set A;B;0
MC_p036_1_none_left.png;MC_p036_1_none_right.png;stim_p036_1_1_none.png;36;Gemini;Set A;A;1
MC_p036_1_none_left.png;MC_p036_1_none_right.png;stim_p036_1_2_none.png;36;Gemini;Set A;B;0
MC_p036_1_vertical_left.png;MC_p036_1_vertical_right.png;stim_p036_1_1_vertical.png;36;Gemini;Set A;A;1
MC_p036_2_horizontal_left.png;MC_p036_2_horizontal_right.png;stim_p036_2_1_horizontal.png;36;Gemini;Set A;A;1
MC_p036_2_none_left.png;MC_p036_2_none_right.png;stim_p036_2_1_none.png;36;Gemini;Set A;A;1
MC_p036_2_none_left.png;MC_p036_2_none_right.png;stim_p036_2_3_none.png;36;Gemini;Set A;Neither;0
MC_p036_2_vertical_left.png;MC_p036_2_vertical_right.png;stim_p036_2_1_vertical.png;36;Gemini;Set A;A;1
MC_p036_3_horizontal_left.png;MC_p036_3_horizontal_right.png;stim_p036_3_2_horizontal.png;36;Gemini;Set A;B;0
MC_p036_3_vertical_left.png;MC_p036_3_vertical_right.png;stim_p036_3_1_vertical.png;36;Gemini;Set A;A;1
MC_p036_4_horizontal_left.png;MC_p036_4_horizontal_right.png;stim_p036_4_2_horizontal.png;36;Gemini;Set A;B;0
MC_p036_4_none_left.png;MC_p036_4_none_right.png;stim_p036_4_1_none.png;36;Gemini;Set A;A;1
MC_p036_4_none_left.png;MC_p036_4_none_right.png;stim_p036_4_2_none.png;36;Gemini;Set A;B;0
MC_p036_4_vertical_left.png;MC_p036_4_vertical_right.png;stim_p036_4_1_vertical.png;36;Gemini;Set A;A;1
